192.168.100.40 - - [13/Jul/2021:00:00:03 +0200] "GET /ws/enseignant/etablissement/1/situation/En_Poste HTTP/1.1" 200 15639
192.168.100.40 - - [13/Jul/2021:00:02:28 +0200] "GET /ws/anneescolaire/etablissement/1/courante HTTP/1.1" 200 779
192.168.100.40 - - [13/Jul/2021:00:02:31 +0200] "GET /ws/examen/etablissement/1/anneescolaire/1 HTTP/1.1" 200 9393
192.168.100.40 - - [13/Jul/2021:00:02:31 +0200] "GET /ws/centreexamen/etablissement/1/examen/1000000001 HTTP/1.1" 200 25137
192.168.100.40 - - [13/Jul/2021:00:02:31 +0200] "GET /ws/salleexamen/etablissement/1/centreexamen/1000000001 HTTP/1.1" 200 11750
192.168.100.40 - - [13/Jul/2021:00:02:32 +0200] "GET /ws/candidat/etablissement/1/salleexamen/1000000002 HTTP/1.1" 200 12
192.168.100.40 - - [13/Jul/2021:00:02:40 +0200] "GET /ws/examen/etablissement/1/anneescolaire/1 HTTP/1.1" 200 9393
192.168.100.40 - - [13/Jul/2021:00:02:41 +0200] "GET /ws/centreexamen/etablissement/1/examen/1000000001 HTTP/1.1" 200 25137
192.168.100.40 - - [13/Jul/2021:00:02:41 +0200] "GET /ws/salleexamen/etablissement/1/centreexamen/1000000001 HTTP/1.1" 200 11750
192.168.100.40 - - [13/Jul/2021:00:02:41 +0200] "GET /ws/candidat/etablissement/1/salleexamen/1000000002 HTTP/1.1" 200 12
192.168.100.40 - - [13/Jul/2021:00:02:45 +0200] "GET /ws/examen/etablissement/1/anneescolaire/1 HTTP/1.1" 200 9393
192.168.100.40 - - [13/Jul/2021:00:02:46 +0200] "GET /ws/centreexamen/etablissement/1/examen/1000000001 HTTP/1.1" 200 25137
192.168.100.40 - - [13/Jul/2021:00:02:47 +0200] "GET /ws/salleexamen/etablissement/1/centreexamen/1000000001 HTTP/1.1" 200 11750
192.168.100.40 - - [13/Jul/2021:00:22:58 +0200] "GET /ws/etablissement/id/1 HTTP/1.1" 200 520
192.168.100.40 - - [13/Jul/2021:00:22:58 +0200] "GET /ws/anneescolaire/etablissement/1/courante HTTP/1.1" 200 779
192.168.100.40 - - [13/Jul/2021:00:22:58 +0200] "GET /ws/trimestre/etablissement/1/anneescolaire/1/courant HTTP/1.1" 200 1589
192.168.100.40 - - [13/Jul/2021:00:22:58 +0200] "GET /ws/semestre/etablissement/1/anneescolaire/1/courant HTTP/1.1" 200 -
192.168.100.40 - - [13/Jul/2021:00:23:03 +0200] "GET /ws/anneescolaire/etablissement/1 HTTP/1.1" 200 1579
192.168.100.40 - - [13/Jul/2021:00:23:25 +0200] "GET /ws/filiere/etablissement/1 HTTP/1.1" 200 3598
192.168.100.40 - - [13/Jul/2021:01:01:55 +0200] "GET /ws/anneescolaire/etablissement/1/courante HTTP/1.1" 200 779
192.168.100.40 - - [13/Jul/2021:01:01:59 +0200] "GET /ws/inscription/etablissement/1/anneescolaire/1 HTTP/1.1" 200 93297
192.168.100.40 - - [13/Jul/2021:01:02:00 +0200] "GET /ws/eleve/photo/etablissement/1/id/1619023971740 HTTP/1.1" 200 92135
192.168.100.40 - - [13/Jul/2021:01:02:00 +0200] "GET /ws/eleve/photo/etablissement/1/id/1619023971740 HTTP/1.1" 200 92135
192.168.100.40 - - [13/Jul/2021:01:02:00 +0200] "GET /ws/eleve/photo/etablissement/1/id/1618921894658 HTTP/1.1" 200 30077
192.168.100.40 - - [13/Jul/2021:01:02:00 +0200] "GET /ws/eleve/photo/etablissement/1/id/1619009051022 HTTP/1.1" 200 101615
192.168.100.40 - - [13/Jul/2021:01:02:00 +0200] "GET /ws/eleve/photo/etablissement/1/id/1618922027563 HTTP/1.1" 200 93360
192.168.100.40 - - [13/Jul/2021:01:02:00 +0200] "GET /ws/eleve/photo/etablissement/1/id/1619021352384 HTTP/1.1" 200 67742
192.168.100.40 - - [13/Jul/2021:01:02:00 +0200] "GET /ws/eleve/photo/etablissement/1/id/1619011909435 HTTP/1.1" 200 57194
192.168.100.40 - - [13/Jul/2021:01:02:00 +0200] "GET /ws/eleve/photo/etablissement/1/id/1619021352430 HTTP/1.1" 200 67742
192.168.100.40 - - [13/Jul/2021:01:02:00 +0200] "GET /ws/eleve/photo/etablissement/1/id/1619035570974 HTTP/1.1" 200 78703
